token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44
392,function,-1.3025563,0.55425936,0.89905965,0.048593972,0.045255654,-0.27703094,-0.22466588,-0.42513657,-0.032240722,0.44578132,0.15664609,-0.111764394,-0.12163486,0.06895485,0.33898032,-0.2548617,0.15102442,0.037787292,0.21557102,-0.7009453,-0.34225988,-0.4731044,1.0924907,-0.33258894,-0.47546422,0.020324025,-0.9881567,-0.72331536,0.40911838,-0.06511125,-0.22518626,-0.88431984,1.4946678,0.591751,0.037066326,0.5283653,1.3071941,-0.37533942,-0.17936315,-0.60529906,-0.62044895,0.16218981,-0.7468581,-0.31222034,0.108311005
393,function,-0.87868685,-0.3604633,-0.826917,-0.2584427,-1.0693562,-0.24914616,0.2637848,-0.19171418,-0.26570442,-0.45823288,0.14886768,0.9175312,0.9987836,-0.13229296,0.069651365,-0.13383137,0.30063748,-0.037054837,0.054149773,0.39002863,-0.10778028,0.690112,-0.29802087,-0.10017737,0.14579415,0.009639114,1.474131,0.14015445,0.085764796,-0.06736201,-0.77766836,-0.40194723,-0.15727074,-0.5278132,0.22635086,-0.19294326,-0.641386,-0.42097664,-0.16607647,0.37494025,0.18005441,0.07013708,0.77627206,-0.18827462,-0.72224045
394,content,-1.2247878,0.884813,0.7032194,-0.32689267,-0.18285678,-0.20071316,0.43479574,-0.4381877,0.04149302,0.2661373,0.15445288,-0.03568579,-0.096366934,0.32618907,0.8155551,-0.24285197,0.16924126,0.22212139,0.6687472,-0.17447397,0.27677166,-0.47551933,-0.45350644,0.59693235,-0.545305,0.03242071,-0.96713376,0.05009784,0.41055652,0.1311805,-0.56205803,0.0044437265,-0.31483257,-0.9959603,-0.14244054,1.4864973,0.34575012,-1.0904409,-0.3038668,-0.78183526,0.887899,0.31823874,-0.7256839,-0.4350257,-0.051920474
395,content,-0.87799287,-0.066781245,0.6721398,0.054917917,0.48479068,-0.19447352,0.1403121,-0.43761092,0.03383904,-0.4242899,0.1612891,-0.015129425,-0.106787115,0.08890899,0.19827558,-0.18100512,0.15584287,0.28255275,0.6821521,-0.13941088,-0.150125,0.08416981,0.072664514,0.5846293,-0.33037212,0.043326966,-0.23499547,-0.22926214,-0.05437728,-0.123175316,-1.4630133,0.1376604,0.9114748,-0.96463734,-0.34634984,-0.6627573,1.0124952,-0.92128557,0.5378093,0.3055432,0.4358171,0.117198266,0.28377354,-0.0112590855,0.18352461
396,content,-1.0460542,0.56148815,0.4418038,-0.080233246,-0.48025963,-0.19276656,-0.02827635,-0.26502094,-0.045573268,0.25814125,0.14504243,-0.17404652,-0.032320086,0.6543955,-0.09196484,-0.22627728,0.13970175,-0.117979825,-0.27533594,0.69503146,0.276428,0.080535226,-0.21181944,0.37437323,-0.4475706,0.017569482,-0.08855911,-0.7436836,0.007844715,-0.40677136,-0.92821765,-1.0980846,0.9372774,-1.148861,0.26006004,0.41256753,-0.28018028,1.0667127,0.8262916,-0.5200989,-1.00676,-0.25129694,0.47857118,0.4577075,-0.017368456
397,content,-0.8843884,-0.14774674,1.3788546,-0.55670524,0.10473541,-0.146634,0.5472744,-0.19901207,0.056267887,-0.15986364,0.14417431,0.38450745,0.008839072,0.8171035,0.1255902,-0.2424971,0.15744165,0.010344282,-0.0014906881,-0.24893214,0.15823096,-0.18040118,-0.43237904,0.8810047,-0.32712466,0.017102106,-1.1379632,-0.3761366,0.81181306,0.22812435,-0.42266873,-0.10930354,0.46750537,0.81720805,0.40617839,-0.5596672,0.19676343,-0.52967787,-0.70176727,-0.97367126,-1.2122802,0.09325617,-0.6267993,-0.016030615,0.50065434
398,content,-1.3368826,0.5085781,0.5796907,0.15608181,0.06542238,-0.37557942,0.25838673,0.106852606,0.11031957,-0.11193518,0.18163277,0.036096405,0.04261894,0.27525946,0.35260063,-0.28350568,0.16092502,-0.008160258,1.2316773,0.31708896,-0.44315168,0.7474715,-0.76993316,0.6753678,0.15620354,0.027796105,-1.4478376,0.26374623,0.23625636,-0.33804312,-0.04735005,0.60213125,-0.48886713,0.36345643,-1.7453414,-0.6777761,0.4741596,0.24809878,-0.9150832,-1.0105878,-1.1111532,1.0906824,0.31455746,-0.28264618,0.06645421
399,content,-0.9633077,0.08936289,0.99945974,-0.93591285,0.046019495,-0.28535342,0.7724118,-0.17752706,0.015335293,-0.10422569,0.16003838,-0.06629284,-0.006313467,0.30282682,0.5645439,-0.26451164,0.16116364,-0.068434104,0.9277991,0.64075047,0.09061904,-0.6140095,0.08063025,0.015561728,0.15815502,0.023445878,-1.1347762,0.42465907,-0.31261876,0.230089,0.15603308,0.3862614,0.13956381,0.1828933,0.40567568,0.004102211,-0.7738838,-0.531599,-1.3406463,0.9639524,-1.5913453,-0.38036418,-0.83526725,-0.5063702,1.0389572
400,content,-1.2677125,0.2405808,0.42121324,-0.0317234,0.105151385,-0.3047915,0.038468245,-0.4451605,-0.004741751,-0.40918216,0.17006811,-0.015976444,-0.14056101,-0.41091165,-0.0761573,-0.25231382,0.16697979,-0.2053685,0.36749393,-0.52035403,-0.10513294,0.782053,0.5758312,-0.40484494,-0.9613915,0.026204688,-0.75386196,-0.66420096,0.051398367,0.053837907,-0.594052,0.26397723,0.69058067,-0.081333786,1.8811544,0.82060325,-0.05801171,-0.7693664,0.60346276,-0.23511423,-0.017782096,0.92502445,-1.6909494,0.30481422,0.26848483
401,content,-1.2135662,0.4049496,1.2896125,-0.51935947,0.7472111,-0.3152168,-0.3586578,-0.2804939,-0.024521766,-0.6800114,0.17423923,0.36506325,0.29713735,0.7991807,-1.1909778,-0.3054613,0.16328192,-0.69620615,1.4856281,0.27356297,0.35674384,0.4951951,-0.19946267,0.62234336,-0.7577382,0.025326962,-0.50350285,-0.62386924,0.6226357,-0.32616785,0.2662208,0.113834366,-0.2874786,0.29094902,-2.0317338,-0.4938004,-0.13119152,0.39665943,0.1460632,-1.0739498,-0.44749787,-0.43133527,1.0664643,-0.553803,0.3042584
402,content,-1.1578187,0.24999422,1.4720554,-0.55543154,0.5759543,-0.30993393,0.828026,-0.18999328,0.04093078,0.24971966,0.17977452,0.30912083,0.2896025,-0.046683814,-0.30409032,-0.2613898,0.17172469,0.25209957,-0.15811504,0.81641537,0.11605201,-0.21943882,0.4586789,-0.13892391,-0.408013,0.029082535,-1.4372437,-0.25922307,-0.2483372,-0.1590221,0.3570624,-0.31976655,-0.38313326,0.4670231,1.1769391,-0.80773824,-0.84822804,-1.080731,-0.22078468,1.0230479,-0.26291424,-0.24606773,-1.2549021,-0.38946754,1.0033145
403,content,-0.8654292,-0.08838083,0.6539321,0.14581747,0.096497744,-0.23484516,0.76486415,-0.10163689,0.034321718,0.2388428,0.1553419,-0.06897498,-0.10730191,0.39317587,0.067725785,-0.21781263,0.17080644,-0.15733227,0.8689055,-0.7283151,0.066488534,-0.36624616,0.17211668,-0.100879334,0.63135594,0.015028936,-1.3421291,0.0055736196,0.4796035,-0.17259781,0.22788894,-0.599308,0.9757789,-0.032489363,0.26316267,0.5952766,-0.5591389,-1.4243183,-0.8210791,-0.23499793,-0.9086048,0.55337894,0.9562922,-0.09582805,0.060318753
404,content,-1.1602504,-0.23448433,1.133747,0.30733764,-0.12712915,-0.26025397,-0.017489254,-0.3717561,0.10234138,-0.11883853,0.16749656,0.73718685,-0.784869,-0.34682047,-0.14098987,-0.2122014,0.10933251,-0.12697761,0.30665588,-0.41119227,0.18624997,0.4708456,0.22399999,0.1572177,-1.0408648,0.025871176,-0.4317532,-0.056907125,0.570689,0.3252705,-0.61639833,-0.885415,0.66443324,0.44659323,-0.8115227,0.40198174,-0.7331155,0.63553214,0.9494952,-0.4998661,0.7876497,-0.8451114,-0.14976507,-0.36812505,0.46694687
405,content,-1.4222393,1.0085375,-1.483578,-0.6777599,-0.35970703,-0.2479796,0.14446211,0.15676153,0.06667755,-0.8953536,0.15752673,-0.055203557,-0.43305713,-0.12505773,-0.083649375,-0.2961367,0.14527924,0.13563605,-0.03200889,1.9213921,-0.3692797,-0.25429648,0.6107991,1.0570459,-0.061896916,0.0140224835,-0.4673024,-0.8840154,-0.6153971,0.29643446,0.94596165,-0.38115606,0.14235237,-0.70421034,0.010450135,-0.028151853,0.025898857,0.00390843,-0.050270535,-0.19306332,-0.27870622,1.0729213,0.1291525,0.09811723,-0.7237658
406,content,0.1331311,-0.36230794,0.6754092,-0.461587,-0.2600963,-0.031780858,-0.058210514,0.028538901,-0.00850784,0.36551425,0.045567106,0.03920596,0.021200206,-0.15333147,-0.24310964,0.62574,0.087959625,-0.1430334,-0.108652055,-0.09745038,-0.032071237,-0.2908539,-0.0606086,-0.06586653,-0.28925902,-0.04565973,-1.0090674,0.3626022,-0.52366775,-0.08142018,-0.17371371,-0.15597755,-0.06388356,0.45738706,-0.07098696,-0.29010993,-0.07525198,-0.09393524,-0.08372399,0.006880392,-0.12668645,-0.6521146,-0.08125624,-0.66211146,0.4766657
407,content,0.12675917,-0.43064734,-0.31974337,0.08177661,-0.24574679,-0.006597553,-0.06084787,0.0277237,-0.015712984,0.26304686,0.04077294,0.020448783,0.036109686,-0.018871158,0.5955492,0.54911315,0.1383736,-0.055216882,-0.09864898,-0.07249246,-0.057331644,-0.24623956,-0.06920815,-0.08761428,-0.31388313,-0.040659428,0.2794655,0.05891393,-0.008207227,-0.17967242,-0.09601737,-0.13314007,-0.03332496,0.36726302,-0.08408469,-0.6943992,-0.047794763,-0.06557448,-0.17501949,-0.108465664,-0.07984517,-0.20389944,-0.08446338,-0.61708707,-0.98729706
408,content,-1.1953005,0.57537425,0.1530229,-0.21279739,-0.53947055,-0.27593127,-0.006552203,-0.39499483,-0.033409193,0.22489819,0.15643156,0.09539442,-0.082534224,0.682714,0.2509305,-0.2148876,0.15312408,-0.18336493,0.56848764,-0.45714146,-0.04896997,-0.35290956,-0.34645036,0.33025724,-0.25754848,0.028147433,-1.1261829,0.7124984,0.6787327,-0.4409364,-0.34614253,-0.024486931,0.15903467,-1.1286898,-0.52997756,-0.138709,-0.78474206,0.30890682,0.21146393,1.3375803,-0.8135458,0.526903,0.9623056,0.27831274,0.12506497
409,content,-1.1000687,0.06272429,0.3527689,0.60875094,-0.35966697,-0.30156144,0.6810875,-0.0731576,0.010548508,-0.30581,0.15892065,-0.13323559,-0.32097661,0.48163912,0.5175435,-0.27146584,0.15693201,-0.3553047,0.9641757,0.48542237,0.39324075,-0.13729723,0.81184655,-1.1489899,-0.3744937,0.015752008,-0.439716,-1.1770504,0.60792166,0.115922324,-0.17553368,-1.4516764,-0.14227319,-0.19784889,0.42741647,-0.8133837,-0.39860958,-0.12169529,1.231624,-0.72671336,-0.7121657,0.0037477142,1.0732356,-0.919248,0.97974163
410,content,-1.0878884,0.13726741,0.8036056,-0.08830023,0.20313856,-0.22740197,-0.2828624,-0.5701275,0.011425601,0.2226044,0.15614249,0.033645093,-0.0003552601,-0.13153763,-0.2986908,-0.26679704,0.15802304,0.058058694,-0.04635155,-0.34439337,-0.21793301,-0.65336424,0.41080925,-1.1895238,-0.6869545,0.016415522,-1.0546945,0.53873825,0.02882026,-0.04147748,-0.44891524,-0.013102434,-0.42750433,0.64807767,0.37800905,-0.52739275,-0.032047734,0.26870564,-0.424443,1.0259876,-1.392283,0.28673416,1.5028661,0.12329887,1.3460941
411,content,-1.4780287,1.0682708,0.9236901,-0.47215462,-0.25773665,-0.36094543,-0.16694981,-0.15958315,0.25301626,0.50830555,0.11744168,-1.0562748,0.53729826,0.26942816,0.36066648,-0.29631218,0.26570183,0.007031969,-0.4485802,-0.1689824,-0.2031955,-0.024680685,-1.0498564,-1.2550366,0.299311,0.015784157,-0.78487134,0.15830132,0.93457246,0.3952902,0.6444596,-0.4247997,-0.016818974,-0.047960494,-0.04904364,-0.4274988,-0.09667948,-1.0785075,0.4034663,-0.8170232,1.3860053,-0.16532786,0.20566063,0.75623363,-0.5095165
412,content,-0.84878975,-0.18411435,1.0922445,-0.26104197,0.52315813,-0.14945734,0.7689505,-0.6274309,0.0409585,-0.22888249,0.15664715,0.06496932,-0.08698976,-0.20033553,0.4803027,-0.23675242,0.16635105,-0.28241822,-0.9613202,-0.17598549,-0.12046503,-0.5958813,-0.0055175764,-0.5195452,0.95216364,0.021444295,-1.732637,0.28205693,-0.22549015,0.030016286,0.64120746,-0.94567436,-0.16128929,0.35064355,0.72205114,-0.5447021,0.46253416,0.66272104,0.5470467,-0.80553454,-0.08628097,-0.2686751,-0.02612476,-0.18448943,0.8136711
413,content,-1.0901368,0.24190842,1.1538534,-0.66018516,-0.5659806,-0.34867737,-0.77690893,-0.45992315,0.010974534,0.28922322,0.17334016,-0.052048605,-0.5002907,-0.7033176,0.48285317,-0.25611526,0.16611613,0.27387854,-0.98384964,-0.15378956,0.60065794,-0.69685423,0.5915075,1.1987908,-0.49896997,0.036270835,-1.1169814,0.5140785,0.5839037,-0.013002105,0.11843834,1.0616488,-0.048996974,-0.8147644,-0.3190304,-0.26645172,0.99720585,-0.19440569,-0.89969796,0.5897597,-0.03307848,0.42226037,0.23056708,-0.19621947,0.20833229
414,content,-1.454514,0.43808168,0.5160502,-0.35243264,-0.63662004,-0.28990713,-0.49350023,-0.39976314,0.39172393,-0.017151497,0.1775069,-1.0312219,-1.3430884,0.3150358,0.6585959,-0.21434905,0.19052553,-0.11748947,0.4090419,-1.0741386,-0.29697686,-0.73350585,-0.4530224,0.412913,0.5395421,0.012050732,-0.6517545,0.17699483,0.60636854,-0.21206138,0.33640224,0.47790542,-0.17757487,-0.5875093,-0.6682177,-0.3245694,0.9787124,0.15383823,-0.5636727,0.8074348,0.8375253,-0.079873584,0.6052887,1.1431565,-0.5606662
415,content,-1.1270529,0.40525982,0.80850786,0.1692728,0.40744781,-0.23679583,0.13044727,-0.39533812,-0.0021883182,0.4400025,0.15450732,-0.059440106,-0.37153184,0.1725132,0.38104707,-0.22157513,0.18242754,-0.055696677,0.13958895,-1.0831791,-0.17105679,0.29657745,-0.08833313,-0.8665565,-0.43529314,0.031932924,-0.6474851,-0.31651473,0.29407868,0.11187693,-0.36822954,-0.7523845,0.89601135,-0.9889594,0.79822767,0.096368596,1.231724,-0.27224436,0.1429955,-0.048495725,-0.3046524,-0.6902169,1.0454394,0.31009397,-0.081370525
416,content,-0.8636103,-0.2670304,-0.89217734,-0.3398593,-0.0666441,-0.28669447,-0.13778618,-0.4487095,-0.008554787,-0.19061424,0.14109835,-0.054300018,-0.005023504,-0.0054696426,-0.73046947,-0.2273602,0.14945439,1.139765,-0.7899817,0.008545557,0.7047781,0.68967426,-0.05585142,-0.06810908,-0.10805277,-0.019050485,1.7748151,-0.011955827,0.1737931,-0.73470545,-0.35133496,0.088046856,-0.92314935,0.5456777,0.2387099,0.40053156,-0.38462538,0.026781486,0.0035170203,0.37345433,-0.77645725,0.628264,-0.14681919,0.2026378,0.24104139
417,content,-0.948386,-0.13317955,0.38742372,0.25551227,-0.37955898,-0.26129583,0.004290933,-0.33510694,0.06731963,0.026151786,0.13776931,0.2134998,0.2962489,-0.092692085,-0.1372095,-0.21083514,0.20021781,0.25923195,0.95119923,1.3062892,0.29385886,0.15447426,-0.4595675,-0.7429914,-0.38391796,0.03853978,-1.3399783,0.66485906,0.45369396,0.15436149,0.24719398,-0.23361172,-0.45618927,-0.8599045,-0.4261925,0.477162,0.1918286,-0.7601493,-0.55635935,-0.29897898,0.055600923,0.56379914,1.1095867,-0.08396868,-0.23728512
418,content,-1.2726252,0.48054254,0.58621335,-0.2920028,-0.30982712,-0.33741435,0.1506884,-0.28261277,0.26036263,0.710142,0.14078605,-0.53169316,0.34376532,0.7179724,0.29031965,-0.2571006,0.25774658,-0.34306002,0.86957896,0.601751,-0.27667233,-0.7402911,-1.0128435,-0.5905183,0.42604175,0.03755198,-0.771835,0.1640985,0.42646065,-0.029013062,0.47111765,0.30870366,0.41600302,-0.6959702,-0.20465867,-0.05972896,-0.69643605,-1.1206234,-0.20381886,0.41540453,-0.76231086,-0.11727935,1.5117389,0.48973313,-0.43304327
419,content,-1.1638324,0.368151,0.14880376,0.076201774,-0.18790661,-0.34667212,0.16445184,-0.32864052,0.042122565,-0.11001597,0.16633135,-0.3055757,0.044425398,0.3011209,0.49939013,-0.24804276,0.17798999,-0.3422033,0.9469789,-0.1367656,-0.45736495,0.68753934,-0.030821854,-0.8780393,-0.06060352,0.01920697,-0.65641654,0.074882254,0.8760433,0.24638578,-0.33666438,-1.1091315,0.12049143,-0.88701206,-0.3982628,-0.19084047,0.57693356,0.20060843,-1.8744134,0.07041251,-0.34910175,0.85314995,1.3516632,0.35471633,0.4462914
420,content,-1.3945465,1.0354133,1.8455014,0.36120015,-0.5644164,-0.29306993,-0.123819925,-0.2914258,-0.012256668,0.46327528,0.1648474,0.18075654,-0.23969102,-0.7590693,-0.29402748,-0.29273647,0.16783509,0.25788468,0.2353613,0.21701261,-0.2608933,-0.5949221,-0.05486652,0.40001988,0.5360349,0.009326257,-0.5682132,-0.81486565,0.5229686,0.18090989,-0.33855444,-0.7934675,0.30445996,0.19965881,-1.1879032,-0.61774355,-1.1571382,-0.7852746,0.13051426,0.64617276,-1.0829203,0.008223387,0.89639217,0.6196432,0.68690246
421,content,-1.0545515,0.3676312,1.1822553,-0.41546032,-0.23456699,-0.26118967,0.37520725,-0.15958178,0.0740037,0.469783,0.16136183,0.048621092,0.38228202,0.24404138,0.035374016,-0.28283134,0.15449043,0.15599519,1.228955,-0.5881893,0.41934654,0.229002,0.00067528547,1.0684425,-1.0462579,0.010780874,-0.7328922,-0.30875465,0.14577405,-0.28813356,0.35088333,-0.59661067,-0.4633806,0.49913722,-0.3205924,0.089835055,0.6668388,-0.96035165,-0.59006345,-0.2489647,-1.8541908,0.87769943,-1.0039,-0.7205957,0.38566363
422,content,0.10147782,-0.35290828,-0.8398532,-0.01901263,0.38955405,-0.20954503,-0.072049975,-0.10526814,0.0017480041,0.23485284,-0.2790518,0.0023082534,0.030583227,0.015359892,-0.22286107,-0.082707405,0.08897125,0.52054125,0.023355637,0.0069977595,-0.006488174,-0.19918728,-0.046271436,0.037685726,-0.1571599,0.015643891,0.63448834,-0.050902277,0.031120002,0.38073415,0.017850239,0.022712933,0.03864304,0.1987695,0.03345093,0.13758795,0.049684737,0.054135244,-0.1022562,0.007906609,0.037306216,0.053691387,0.036392238,0.0858667,0.042084683
423,content,-1.2800686,0.81542504,-0.5632066,-0.34500912,-0.675694,-0.28529903,-0.106860705,-0.15663944,-0.032134414,-0.6017032,0.1558362,0.0034224354,-0.06309021,-0.3374981,0.7664947,-0.26542628,0.15398481,-0.23516002,0.28167546,0.25183162,-0.2668069,-1.0952812,0.1748743,1.038837,-0.011575051,0.013247332,0.83545977,0.2326343,0.6365192,-0.08212765,0.30012777,0.28796926,-0.10889635,-0.7000197,0.34550747,-0.5243065,0.6081406,0.4027438,0.48099908,1.1677378,-1.5199244,-0.27328882,0.060364794,-0.8231051,-0.93568015
424,content,-1.238738,0.39498574,0.5061877,-0.28073433,-0.8797391,-0.3110223,-0.89662164,-0.3519175,0.024380874,0.92135936,0.16397096,0.30859873,0.30730754,-1.170766,-0.056982312,-0.33570346,0.15516652,0.3424312,0.7769234,1.4026532,-0.65823853,0.31971624,-0.9946098,-0.4592649,1.3167652,0.0008349608,-0.963492,-0.064693436,-0.1617633,0.07666559,1.5207111,-0.059478242,0.1219537,0.14963408,-1.7880296,-0.25406772,-0.36642694,-0.5861945,-0.21650104,0.3684726,-0.3574377,0.55288005,0.3186669,-1.107298,0.14155655
425,content,-1.1082205,0.06648327,0.0013567773,-0.5511235,-1.4519286,-0.30739766,-0.4264768,0.11245919,-0.40715554,-0.3646854,0.16507916,0.8965264,1.1500562,0.09030788,0.6310621,-0.18116656,0.06275001,-0.36462802,0.86806333,-0.32232293,-0.07453822,-0.36310464,-0.44474134,0.43263942,0.2922534,0.023351932,0.06366339,-0.6163482,-0.44396037,-0.18716726,-0.2502019,0.23942564,-0.071105674,-0.7765746,-0.5777267,-0.27949852,0.77666783,-0.13428998,0.7981297,-0.7478715,1.2460157,-0.3029505,0.63039,0.37784976,0.06896519
426,content,-1.5636784,0.73839843,0.4640356,-0.28838015,0.4144642,-0.35388562,-0.32408243,-0.18252143,-0.14619781,-0.21359862,0.20439637,-0.6057975,0.22678003,0.27401423,0.9089903,-0.32443538,0.16003804,0.47965372,-0.18493207,0.12280914,0.1672557,-0.9596153,0.13903463,1.5013906,-0.89057356,0.02683216,-1.7633477,-0.897375,-0.15022923,-0.4211791,1.3016238,-0.15114959,-0.4376603,-0.42595184,0.12871054,-0.76334065,0.32333487,0.23131995,-1.5083537,0.658071,1.3433017,0.75820524,-0.063255414,-0.5761189,-0.8181975
427,content,-1.2399697,0.12242318,1.1979222,-0.8562237,-0.42672512,-0.32102916,0.51018894,-0.50587636,0.10580115,0.004294842,0.19420233,0.44487736,0.6278137,-0.1224859,1.0774854,-0.26877677,0.19257182,-0.08036203,-0.8382211,-0.6865731,0.4521892,0.5148524,0.48845708,0.68137646,-0.33538884,0.039644364,-0.8421144,1.8447142,0.058323663,-0.09243044,0.046685975,0.9276782,-0.6786113,0.11270636,-0.3496611,0.26718462,-0.9872544,-0.5153602,0.4151383,0.026091117,0.0055888915,-0.33880675,-1.370329,-1.1317492,0.69017875
428,content,0.09445342,-0.37514243,0.3195424,0.18011405,0.15389329,-0.06941072,-0.11299728,-0.14015874,-0.0074950266,-0.1712251,-0.21736716,0.026633628,0.03424265,-0.0663176,0.6411575,-0.05678319,0.06893268,-0.039715935,0.07788904,0.03763921,-0.0633594,0.058352787,0.36506343,0.049962193,0.2222712,-0.27427107,-0.16054918,0.025581207,-0.17177108,-0.035742447,0.11862227,0.11717655,0.13455418,-0.09993598,0.049943883,0.11901608,0.09211215,0.08362462,0.09047577,0.16556698,0.08511056,-0.49437556,0.09399393,0.08890977,0.005717684
429,content,-1.4510969,0.6156672,0.6767835,0.031509396,0.79952574,-0.39467955,-0.4029797,-0.57144564,-0.05329268,0.8108699,0.18350565,-0.18553738,0.32839966,-0.4165662,-0.33246362,-0.24588905,0.1727683,0.14411685,0.19740245,-0.7773527,-0.37260735,0.86446905,-0.4753102,0.35264617,-0.10271258,0.039385743,-1.4214342,0.18834177,1.1457001,0.12667848,-0.45095822,-0.02568529,0.27176553,0.41031,-0.6228372,-1.1461911,0.555172,-0.732298,-0.25434983,0.09873319,-0.5682105,-0.13597003,0.9478807,0.26398334,0.73143303
430,content,-1.3089565,1.0117365,0.5066132,0.4096726,-0.8319611,-0.2977807,0.30645877,-0.2206208,0.044492207,0.1039293,0.11596813,-0.631765,0.063504905,-0.46757197,0.39025444,-0.26184425,0.2118222,-0.2788658,-0.11895869,-0.19383106,0.07138786,-0.51242805,-0.35130957,-0.44342175,1.034499,0.010115983,-0.6469448,0.5157307,0.6142606,-0.060720358,0.8474093,-0.1196587,-0.74112505,0.11364631,0.15654474,0.09016489,-0.3161432,-0.5338945,-0.055887777,0.06969516,-1.9133998,0.38431355,0.32609245,0.50588757,0.022401169
431,content,-1.1731484,0.3709017,0.25944388,-0.19279304,0.21491891,-0.3065692,-0.117122404,-0.59875554,0.10794614,0.173059,0.15245067,-0.21426609,0.08971199,0.47007182,0.2088008,-0.24443097,0.2343902,0.15421027,-0.35624668,1.4400734,-0.32522228,0.03314294,-0.6416817,0.55940455,0.7655264,0.047196705,-0.7316026,0.14030172,0.21090658,-0.21477205,0.64767134,-0.6162952,0.95794463,-0.43806547,-1.0777719,0.6170766,0.83538145,-1.6818417,0.14217246,-0.054939117,-0.847406,-0.059800554,0.6855592,-0.11072812,-0.40104687
432,content,-1.2675495,0.8151055,0.09179661,-0.020203015,-0.2832015,-0.30286837,0.30742556,-0.10633884,-0.35328966,-0.19107832,0.1425322,1.5462512,0.69475853,0.2527915,0.44815916,-0.25376487,0.25128978,-0.35603335,-0.7910338,-0.16678886,0.038844217,-0.124561265,-0.14020042,-0.14128913,-0.33983406,0.042183347,-1.0570796,-0.90196013,0.23542652,-0.26711786,0.46734223,-0.80284077,-0.38145193,-0.9404844,-0.3177588,-0.023399267,0.892636,0.6377419,-0.42328703,0.60610574,1.0978572,1.056276,-0.9095886,0.24742186,-0.6008105
433,content,-1.3381413,1.0360903,1.2833911,-0.13622515,0.12942693,-0.26274186,-0.4255521,-0.65112513,0.044548325,0.18625098,0.16545284,-0.70887166,0.46391365,0.014566841,0.26085904,-0.26891345,0.16292313,-0.036545042,0.812597,-0.9199042,-0.3504876,-0.15670863,0.78205115,0.6812513,-0.086790726,0.026589563,-0.687087,-0.055571437,0.47920275,-0.17199501,0.7418673,0.049689926,-0.47807446,-0.65999347,1.3815869,-0.14401406,-0.39121798,-0.41718653,-1.4831586,-0.23277016,-0.089301065,-0.015043139,-0.30498326,0.10720585,-0.1988299
434,content,-1.0869712,0.06481748,0.6173451,0.39152685,-1.0288018,-0.28870136,-0.71065104,-0.3319152,-0.020022385,0.039433602,0.14561869,-0.02512667,-0.031109152,-0.2266948,0.7600127,-0.24011357,0.15164904,-0.07577445,0.5121797,-0.4579022,-0.1537396,-0.643389,-0.3551481,-0.18274738,-0.21098195,0.013930562,-0.65429926,-0.8693365,0.33926398,0.110135704,-0.64639497,0.85729074,0.45718184,-0.8652473,-0.17024493,-0.3115292,-0.4929442,0.86891985,-0.33984688,0.99734586,0.50653,0.6756006,0.13799658,1.0854964,-0.39260256
435,content,-1.4303937,0.62381417,0.1995823,0.074786164,-0.12467509,-0.37428534,0.6017689,-0.038204707,0.050902817,-0.33217135,0.18985805,0.4879411,-0.4009811,0.16496404,0.4727891,-0.2907577,0.1767188,0.068935886,0.6797312,-0.06487382,-0.50823903,0.30918258,0.8131465,-1.5399437,0.574995,0.029389061,-1.834127,0.2461979,-0.24684685,0.058322653,-0.5915878,-1.0377948,-0.46907452,0.31036666,-0.7437972,-0.14936836,1.353628,-0.0076616597,1.0142776,-1.0936145,-0.39585766,0.5102664,0.6990332,-0.12435635,0.46452877
436,content,-1.1491573,-0.029491581,1.0633396,-1.3786205,0.7546656,-0.33249655,-0.0007529756,-0.49636778,-0.029557293,-0.29747286,0.18793704,-0.043023363,-0.016451214,0.99623173,0.51301134,-0.2570943,0.18366078,-0.16942991,0.9101388,-0.8997234,-0.49258092,0.73358846,-0.851093,1.1677039,-0.6711314,0.030127754,-0.8223981,-0.22406478,0.27026403,0.34047705,-1.0343947,0.106808275,0.3819071,-0.2568668,0.64975893,-0.38261378,1.0574085,0.11528103,-0.3936037,-0.6193078,0.44874415,-0.3212559,-0.28631288,-0.10047448,0.26059937
437,content,-0.8830952,-0.32666543,0.98990685,0.366437,-0.40492824,-0.22209199,-0.41407898,-0.4445666,-0.022717876,0.016310647,0.14628664,-0.08151439,0.42954522,-0.82151955,0.6246759,-0.22400193,0.15609467,-0.31703478,-0.15211731,-0.67754257,-0.14054379,-0.4479177,0.3982208,0.71787375,-0.61739075,0.025611237,-0.7947498,0.18755151,0.13117133,-0.38449,-0.009111562,-1.2597152,1.0696496,0.17722325,0.87606245,-0.6089494,-0.48207238,-0.11370404,-0.3073517,-0.10709025,0.47617027,0.6705696,0.3065404,0.37206873,0.48230037
